,Month,Plate,Strip Number,Tube Number,,,Sample Location,iNaturalist Number,Validated By,Seq. Status,URL,Submitted By,Identification,Identification Per FDA Label,Binomial,Name of Product,Brand,First Pass ID,Manufacturer/Distributor,Country of Origin,1-tier administrative district,Barcode,Lot/Batch,Preservation Method,Product Type,Fungal Only/Mostly,Multiple species?,Homogenized?,Comments,GenBank#
2024,03,3,25,4,D,01,2024_25_4,202862300,Garrett,Failed,https://www.inaturalist.org/observations/202862300,hills47448,,Porchini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,
2024,03,3,25,5,E,01,2024_25_5,202862408,Garrett,Failed,https://www.inaturalist.org/observations/202862408,hills47448,,Porchini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,
2024,03,2,21,7,G,09,2024_21_7,202858469,Garrett,Successful,https://www.inaturalist.org/observations/202858469,joedimaio,Pleurotus 'pulmonarius-PNW02',NA,Not Provided,Oyster Mushrooms,Home Grown,Pleurotus,NA,USA,Colorado,NA,NA,Fresh,Food,Y,N,N,,PV501064
2024,03,2,21,2,B,09,2024_21_2,201987877,Kevin,Successful,https://www.inaturalist.org/observations/201987877,kev317,Pleurotus citrinopileatus,Yellow Oyster Mushrooms,Not Provided,Yellow Oyster Mushrooms,Market District,Pleurotus,Market District,USA,Not Provided,NA,NA,Fresh,Food,Y,N,N,,PV501065
2024,03,1,07,6,F,07,2024_07_6,202125822,John Plischke,Successful,https://www.inaturalist.org/observations/202125822,johnplischke,Pleurotus citrinopileatus,Yellow Hypsizygus marmoreus,Hypsizygus marmoreus,Mixed Edible Fungus for Stewing Soup,Ha Vista,Hypsizygus,Northern Food I/E Inc.,China,Not Provided,754351198212,Unknown,Dried,Food,Y,Y,N,I think?,PV501067
2024,03,2,14,6,F,02,2024_14_6,201998634,Kevin,Successful,https://www.inaturalist.org/observations/201998634,verpahh,Pleurotus eryngii,Not Included,Not Provided,Yunnan Classical Mixed Mushroom,Unknown,Pleurotus,"SLR Food Distribution, Inc., USA",China,Not Provided,0688474308367,B3Y20L10,Dried,Food,Y,Y,N,,PV501038
2024,03,3,26,4,D,02,2024_26_4,202862731,Garrett,Failed,https://www.inaturalist.org/observations/202862731,hills47448,,Porchini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,
2024,03,3,26,3,C,02,2024_26_3,202862802,Garrett,Failed,https://www.inaturalist.org/observations/202862802,hills47448,,Porchini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,
2024,03,1,10,5,E,10,2024_10_5,202315931,John Plischke,Successful,https://www.inaturalist.org/observations/202315931,kimberly58,Pleurotus eryngii,King Oyster Mushroom,Not Provided,Mini King Oyster Mushroom,Unknown,Pleurotus,"Sun Hong Foods, Inc",Korea,Not Provided,7426852626428,Unknown,Fresh,Food,Y,N,N,,PV501069
2024,03,3,26,1,A,02,2024_26_1,202862887,Garrett,Failed,https://www.inaturalist.org/observations/202862887,hills47448,,Porchini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,
2024,03,1,02,5,E,02,2024_02_5,202879768,,Failed,https://www.inaturalist.org/observations/202879768,Birkebak,,Turkey Tail,Not Provided,Not Provided,Not Provided,Unknown,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Dried,Medicinal/Tea,Y,N,N,,
2024,03,1,02,7,G,02,2024_02_7,202880682,,Failed,https://www.inaturalist.org/observations/202880682,Birkebak,,Truffle,Tuber aestivum,Truffle Risotto,Giusto Sapore,Tuber,Just Ryt Foods,Italy,Not Provided,86706302266,140223,Dried,Food,N,Y,N,,
2024,03,2,22,3,C,10,2024_22_3,202228271,Garrett,Successful,https://www.inaturalist.org/observations/202228271,ookd,Pleurotus ostreatus,Oyster Mushrooms,Not Provided,Dried Gourmet Mix Mushrooms,The Wild Mushroom Co.,Pleurotus,Bordda SA,Multiple Given,Not Provided,759033116270,Unknown,Dried,Food,Y,Y,N,"Poland, Serbia, Romania, Montenegro, Macedonia, Bulgaria, Chile, Peru, Bosnia, Hungary",PV501046
2024,03,1,02,8,H,02,2024_02_8,202882618,Kevin,Failed,https://www.inaturalist.org/observations/202882618,Birkebak,,Chanterelle,Not Provided,Chanterelle,Shrooms,Cantharellus,"Goodness Gardens, Inc",Bulgaria,Not Provided,819981012502,RS22322,Dried,Food,Y,N,N,,
2024,03,1,03,1,A,03,2024_03_1,202883721,,Failed,https://www.inaturalist.org/observations/202883721,Birkebak,,Morel,Not Provided,Morel,Shrooms,Morchella,"Psychedlic Foods, LLC",USA,Not Provided,819981012533,RS23175,Dried,Food,Y,N,N,,
2024,03,2,23,6,F,11,2024_23_6,202232179,Garrett,Successful,https://www.inaturalist.org/observations/202232179,hills47448,Pleurotus ostreatus,Organic Dried Oyster Mushrooms,Not Provided,Mushroom Medley,FungusAmongUs,Pleurotus,FungusAmongUs,Multiple Given,Not Provided,Unknown,Unknown,Dried,Food,Y,Y,N,"China, Serbia, South America, and USA",PV501056
2024,03,1,03,3,C,03,2024_03_3,202884754,Kevin,Failed,https://www.inaturalist.org/observations/202884754,Birkebak,,Trumpet,Not Provided,Tumpet,Shrooms,Craterellus,"Goodness Gardens, Inc",Bulgaria,Not Provided,819981012588,RSR22344,Dried,Food,Y,N,N,,
2024,03,1,03,4,D,03,2024_03_4,202885893,Kevin,Failed,https://www.inaturalist.org/observations/202885893,Birkebak,,Porcini,Not Provided,Chef Blend,Shrooms,Bolete,"Psychedlic Foods, LLC",USA,Not Provided,819981012601,RS23077,Dried,Food,Y,Y,N,,
2024,03,3,27,4,D,03,2024_27_4,202558998,Jessica,Successful,https://www.inaturalist.org/observations/202558998,lothlin,Pleurotus ostreatus,Oyster,Not Provided,Mushroom Medley,Melissa's,Pleurotus,"World Variety Produce, Inc.",France,Not Provided,045255152098,Unknown,Dried,Food,Y,Y,N,,PV501058
2024,03,1,04,5,E,04,2024_04_5,202889871,Kevin,Successful,https://www.inaturalist.org/observations/202889871,Birkebak,Pleurotus ostreatus,"""and Others""",Not Provided,Gourmet Mushroom Mix,Everything Mushrooms,Pleurotus,Everything Mushrooms,Not Provided,Not Provided,9212,Not Provided,Dried,Food,Y,N,N,,PV501000
2024,03,C,C1,3,,,03_C1_3,202885900,Garrett,Failed,https://www.inaturalist.org/observations/202885900,Birkebak,,Chanterelle,Not Provided,Chef Blend,Shrooms,Cantharellus,"Psychedlic Foods, LLC",USA,Not Provided,819981012601,RS23077,Dried,Food,Y,Y,N,,
2024,03,1,11,5,E,11,2024_11_5,203809279,Kevin,Successful,https://www.inaturalist.org/observations/203809279,pipsissewa,Pleurotus ostreatus,Oyster,Not Provided,Chef Blend,Shrooms,Pleurotus,"Psychedlic Foods, LLC",USA,Not Provided,819981012601,RS23007,Dried,Food,Y,Y,N,,PV501007
2024,03,1,04,1,A,04,2024_04_1,202887503,Kevin,Failed,https://www.inaturalist.org/observations/202887503,Birkebak,,Porcini,Not Provided,Porchini Mushrooms & Veggie Soup,Vegeta,Bolete,Podravka USA Inc,Croatia,Not Provided,8106046117014,L18L2L,Dried,Food,N,Y,N,,
2024,03,C,C1,5,,,03_C1_5,202889855,Garrett,Failed,https://www.inaturalist.org/observations/202889855,Birkebak,,Chanterelle,Cantharellus cibarius,Chanterelle Mushrooms,Everything Mushrooms,Cantharellus,Everything Mushrooms,Not Provided,Not Provided,5098,Not Provided,Dried,Food,Y,N,N,,
2024,03,2,23,7,G,11,2024_23_7,202232197,Garrett,Successful,https://www.inaturalist.org/observations/202232197,hills47448,Pleurotus sapidus,Organic Dried Oyster Mushrooms,Not Provided,Mushroom Medley,FungusAmongUs,Pleurotus,FungusAmongUs,Multiple Given,Not Provided,Unknown,Unknown,Dried,Food,Y,Y,N,"China, Serbia, South America, and USA",PV501036
2024,03,2,21,5,E,09,2024_21_5,201987794,Kevin,Successful,https://www.inaturalist.org/observations/201987794,kev317,Pleurotus sp. (hybrid),Oyster Mushrooms,Not Provided,Oyster Mushrooms,Market District,Pleurotus,Market District,USA,Not Provided,NA,NA,Fresh,Food,Y,N,N,,PV500997
2024,03,C,C1,6,,,03_C1_6,202889865,Garrett,Failed,https://www.inaturalist.org/observations/202889865,Birkebak,,Chanterelle,Not Provided,Gourmet Mushroom Mix,Everything Mushrooms,Cantharellus,Everything Mushrooms,Not Provided,Not Provided,9212,Not Provided,Dried,Food,Y,N,N,,
2024,03,1,04,4,D,04,2024_04_4,202889867,Kevin,Failed,https://www.inaturalist.org/observations/202889867,Birkebak,,Porcini,Not Provided,Gourmet Mushroom Mix,Everything Mushrooms,Bolete,Everything Mushrooms,Not Provided,Not Provided,9212,Not Provided,Dried,Food,Y,N,N,,
2024,03,2,20,2,B,08,2024_20_2,201996867,Kevin,Successful,https://www.inaturalist.org/observations/201996867,kev317,Suillus granulatus,Slippery Jack,Not Provided,Slippery Jack,Lesne Skarby,Suillus,Monolith Baltic SIA,EU,Not Provided,5905643057563,148/23,Dried,Food,Y,N,N,,PV501010
2024,03,1,04,6,F,04,2024_04_6,202889873,Kevin,Failed,https://www.inaturalist.org/observations/202889873,Birkebak,,Others,Not Provided,Gourmet Mushroom Mix,Everything Mushrooms,Auricularia,Everything Mushrooms,Not Provided,Not Provided,9212,Not Provided,Dried,Food,Y,N,N,,
2024,03,1,04,7,G,04,2024_04_7,202891939,Kevin,Failed,https://www.inaturalist.org/observations/202891939,Birkebak,,Porcini,Not Provided,Hearty Vegetable Soup with Porcini Mushrooms and Buckwheat,Podravka,Bolete,Podravka,Croatia,Not Provided,3856020218850,L17F2L,Dried,Food,N,Y,Y,,
2024,03,C,C1,7,,,03_C1_7,202893080,Garrett,Failed,https://www.inaturalist.org/observations/202893080,Birkebak,,Chanterelles,Not Provided,Dried Chanterelle (?),Tsar Berendey,Cantharellus,Natars NT Food Corp,Russia,Not Provided,4680000200837,Unknown,Dried,Food,Y,N,N,,
2024,03,3,25,7,G,01,2024_25_7,202862550,Garrett,Successful,https://www.inaturalist.org/observations/202862550,hills47448,Suillus luteus,Porcini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,PV501054
2024,03,1,05,1,A,05,2024_05_1,202895311,Kevin,Failed,https://www.inaturalist.org/observations/202895311,Birkebak,,Maslyata,Not Provided,Marinated Mushrooms,Unknown,Suillus,Royal Sweet Bakery,Russia,Not Provided,Not Provided,Not Provided,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,1,05,2,B,05,2024_05_2,202896516,Kevin,Failed,https://www.inaturalist.org/observations/202896516,Birkebak,,Gruzdi,Not Provided,Canned Mushrooms Salted Gruzdi,Tsar Berendey,Lactarius,Natars NT Food Corp,Russia,Not Provided,4680000201261,Not Provided,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,1,05,3,C,05,2024_05_3,202897031,Kurt,Failed,https://www.inaturalist.org/observations/202897031,Birkebak,,White Mushroom,Not Provided,Ceps Salty,Unknown,Bolete,Krasniy Octyabr INC,Russia,Not Provided,4631165279619,190623,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,1,05,4,D,05,2024_05_4,202898788,Kevin,Failed,https://www.inaturalist.org/observations/202898788,Birkebak,,Mushroom,Armillaria mellea,Ryzhiki,Unknown,Bolete,Zenith Foods LLC,Ukraine,Not Provided,4820020875206,20.02.2025,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,1,05,5,E,05,2024_05_5,202899589,Kevin,Failed,https://www.inaturalist.org/observations/202899589,Birkebak,,Honey Mushroom,Not Provided,Pickled Honey Mishrooms,Unknown,Armillaria,Krasniy Octyabr INC,Russia,Not Provided,4680000170055,29.03.23,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,1,05,6,F,05,2024_05_6,202899977,Kevin,Failed,https://www.inaturalist.org/observations/202899977,Birkebak,,Butter Mushroom,Suillus luteus,Maslyuki,Unknown,Suillus,Eximfood Inc.,Ukraine,Not Provided,Not Provided,11 1 0 8 2025,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,C,C2,2,,,03_C2_2,202907477,Garrett,Failed,https://www.inaturalist.org/observations/202907477,alexmerryman,,Wild Chanterelle Mushrooms,Not Provided,Chanterelle,Melissa's,Cantharellus,"World Variety Produce, Inc.",Multiple Given,Not Provided,045255143133,Unknown,Dried,Food,Y,N,Y,,
2024,03,2,16,6,F,04,2024_16_6,202910328,Kevin,Failed,https://www.inaturalist.org/observations/202910328,alexmerryman,,Wild Harvested Alaskan Chaga,Not Provided,Chaga Tea Bags,Denali Chaga,Inonotus,Denali Chaga,USA,Alaska,None,Unknown,Dried,Medicinal/Tea,Y,N,Y,,
2024,03,2,19,1,A,07,2024_19_1,202979931,Kurt,Failed,https://www.inaturalist.org/observations/202979931,andrewcannon,,Djon-Djon,Not Provided,Djon-Djon,Eury's Brand,Psathyrella,Eury's Market,Haiti,Not Provided,Unknown,Unknown,Dried,Food,Y,N,N,,
2024,03,2,17,4,D,05,2024_17_4,202980102,Harte,Failed,https://www.inaturalist.org/observations/202980102,andrewcannon,,Dried Poria cum radix pini?,Not Provided,Dried Poria cum radix pini,Pine Mark,Wolfiporia,Unknown,Not Provided,Not Provided,734765022617,Unknown,Dried,Medicinal/Tea,Y,N,N,,
2024,03,C,C2,4,,,03_C2_4,202980297,Garrett,Failed,https://www.inaturalist.org/observations/202980297,andrewcannon,,Yellow Chanterelle Mushroom,Not Provided,Dried Selected Mushrooms Mix,Unknown,Cantharellus,Cascada International Corp.,Europe,Not Provided,Unknown,Unknown,Dried,Food,Y,Y,N,,
2024,03,2,18,5,E,06,2024_18_5,203030489,,Failed,https://www.inaturalist.org/observations/203030489,andrewcannon,,Dried Morel Mushroom (Morchella conica),Morchella conica,Dried Morel Mushroom (Morchella conica),Marhaba,Morchella,Kalustyan's,Not Provided,Not Provided,120123000173,Unknown,Dried,Food,Y,N,N,,
2024,03,2,18,4,D,06,2024_18_4,203030588,Harte,Failed,https://www.inaturalist.org/observations/203030588,andrewcannon,,Djon-Djon Hatian Black Mushroom,Not Provided,Djon-Djon Hatian Black Mushroom,Marhaba,Psathyrella,Kalustyan's,Not Provided,Not Provided,060123006372,Unknown,Dried,Food,Y,N,N,,
2024,03,2,18,2,B,06,2024_18_2,203030809,Kurt,Failed,https://www.inaturalist.org/observations/203030809,andrewcannon,,Dried Wild Candy Cap Mushrooms,Not Provided,Dried Wild Candy Cap Mushrooms,Marhaba,Lactarius,Kalustyan's,Not Provided,Not Provided,120123000739,Unknown,Dried,Food,Y,N,N,,
2024,03,2,24,8,H,12,2024_24_8,203037990,Garrett,Failed,https://www.inaturalist.org/observations/203037990,hills47448,,White Truffle,Tuber magnatum,Gourmet White Truffle Salt,Gourmet Line,Tuber,Le Vie Del Tartufo S.R.L.,Italy,Not Provided,8050705531110,Unknown,Dried,Food,N,N,Y,,
2024,03,3,25,8,H,01,2024_25_8,202862605,Garrett,Successful,https://www.inaturalist.org/observations/202862605,hills47448,Suillus luteus,Porcini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,PV501015
2024,03,2,19,2,B,07,2024_19_2,203047651,Garrett,Failed,https://www.inaturalist.org/observations/203047651,andrewcannon,,Agarikon Mushroom Powder,Fomitopsis officinalis,Agarikon Mushroom Powder (Fomitopsis officinalis),Marhaba,Laricifomes,Kalustyan's,Not Provided,Not Provided,120123000944,Unknown,Dried,Medicinal/Tea,Y,N,Y,,
2024,03,2,17,8,H,05,2024_17_8,203048271,Harte,Failed,https://www.inaturalist.org/observations/203048271,andrewcannon,Lentinula edodes,Cordyceps Powder (Cordyceps sinensis),Cordyceps sinensis,Cordyceps Powder (Cordyceps sinensis),Marhaba,Ophiocordyceps,Kalustyan's,Not Provided,Not Provided,1200123003191,Unknown,Dried,Medicinal/Tea,Y,N,Y,,
2024,03,2,17,6,F,05,2024_17_6,203049714,Harte,Failed,https://www.inaturalist.org/observations/203049714,andrewcannon,Hypomyces aff. chrysospermus,Dried Mushroom (Morchella),Morchella sp.,Dried Mushroom (Morchella),Japan Oata,Morchella,Tristar Food Wholesale Co Inc,China,Not Provided,6937218915762,Unknown,Dried,Food,Y,N,N,,
2024,03,3,26,2,B,02,2024_26_2,202862842,Garrett,Successful,https://www.inaturalist.org/observations/202862842,hills47448,Suillus luteus,Porcini Mushrooms,Not Provided,Porchini Mushrooms,World Foods Market,Bolete,World Foods Market,Not Provided,Not Provided,0200000203993,Unknown,Dried,Food,Y,N,N,,PV500999
2024,03,C,C2,3,,,03_C2_3,203051691,Garrett,Failed,https://www.inaturalist.org/observations/203051691,andrewcannon,,Black Chanterelle Mushroom,Not Provided,Dried Selected Mushrooms Mix,Unknown,Craterellus,Cascada International Corp.,Europe,Not Provided,Unknown,Unknown,Dried,Food,Y,Y,N,,
2024,03,2,18,8,H,06,2024_18_8,203056537,Garrett,Failed,https://www.inaturalist.org/observations/203056537,andrewcannon,Hypomyces,King Boletus,Not Provided,Porochini,Seweryn,Bolete,Unknown,Poland,Not Provided,5908254110108,Unknown,Dried,Food,Y,N,N,,
2024,03,2,18,1,A,06,2024_18_1,203057709,Harte,Failed,https://www.inaturalist.org/observations/203057709,andrewcannon,Hypsizygus marmoreus,Dried Bay Bolete,Boletus badius,Dried Bay Bolete,Lowell,Imleria,Lowell Intl Foods,Poland,Not Provided,617115021402,OP 199,Dried,Food,Y,N,N,,
2024,03,1,03,2,B,03,2024_03_2,202884133,Kevin,Successful,https://www.inaturalist.org/observations/202884133,Birkebak,Suillus luteus,Porcini,Not Provided,Porcini,Shrooms,Bolete,"Psychedlic Foods, LLC",China,Not Provided,819981012557,RS23358,Dried,Food,Y,N,N,,PV501009
2024,03,2,15,3,C,03,2024_15_3,201986815,Kevin,Successful,https://www.inaturalist.org/observations/201986815,verpahh,Tremella fuciformis,Unknown,Unknown,Dried Fungus,Wise Wife,Tremella,"SLR Food Distribution, Inc., USA",Unknown,Not Provided,Unknown,Unknown,Dried,Food,Y,N,N,,PV501052
2024,03,2,17,1,A,05,2024_17_1,203264161,Kevin,Failed,https://www.inaturalist.org/observations/203264161,potatolord_lordofpotatoes,,"Bunashimeji, Beech Mushroom",Not Provided,Bunashimeji,Hokto,Hypsizygus,Hokto Kinoko Company,USA,California,Unknown,Unknown,Fresh,Food,Y,N,N,,
2024,03,2,22,7,G,10,2024_22_7,202226985,Garrett,Successful,https://www.inaturalist.org/observations/202226985,johallar,Tremella fuciformis,Dried Tremella,Tremella,Dried Tremella,Wei-Chuan,Tremella,"Wei-Chuan U.S.A., Inc.",China,Not Provided,Unknown,Unknown,Dried,Food,Y,N,N,,PV501047
2024,03,2,22,2,B,10,2024_22_2,202227545,Garrett,Successful,https://www.inaturalist.org/observations/202227545,alexmerryman,Tremella fuciformis,Snow Fungus,Not Provided,Natural Dessert Mix,Nong Phu,Tremella,"L.A. Lucky Import & Export, Inc.",Unknown,Not Provided,8938508492916,Unknown,Dried,Food,N,Y,N,,PV501011
2024,03,1,11,4,D,11,2024_11_4,203612658,Andrew,Failed,https://www.inaturalist.org/observations/203612658,pipsissewa,,Porchini,Not Provided,Chef Blend,Shrooms,Bolete,"Psychedlic Foods, LLC",USA,Not Provided,819981012601,RS23007,Dried,Food,Y,Y,N,,
2024,03,C,C1,8,,,03_C1_8,203791708,Garrett,Failed,https://www.inaturalist.org/observations/203791708,pipsissewa,,Chanterelle,Not Provided,Chef Blend,Shrooms,Cantharellus,"Psychedlic Foods, LLC",USA,Not Provided,819981012601,RS23007,Dried,Food,Y,Y,N,,
2024,03,2,18,6,F,06,2024_18_6,203042870,Kevin,Successful,https://www.inaturalist.org/observations/203042870,andrewcannon,Tricholoma murrillianum,Matsutake Mushrooms,Not Provided,Matsutake Mushrooms,Marhaba,Tricholoma,Kalustyan's,Not Provided,Not Provided,120123000869,Unknown,Dried,Medicinal/Tea,Y,N,N,,PV501060
2024,03,1,05,7,G,05,2024_05_7,233800803,Kevin,Failed,https://www.inaturalist.org/observations/233800803,Birkebak,,Mixed Mushrooms,Not Provided,Marinated Mixed Mushrooms,Unknown,Volvariella,Not Provided,Not Provided,Not Provided,799471554135,2100/08283 1D,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,1,05,8,H,05,2024_05_8,233800804,Kurt,Failed,https://www.inaturalist.org/observations/233800804,Birkebak,,Mixed Mushrooms,Not Provided,Marinated Mixed Mushrooms,Unknown,Auricularia,Not Provided,Not Provided,Not Provided,799471554135,2100/08283 1D,Canned/Pickled/Brined,Food,Y,N,N,,
2024,03,2,20,1,A,08,2024_20_1,201998022,Kevin,Successful,https://www.inaturalist.org/observations/201998022,kev317,Volvariella volvacea,Straw Mushroom,Not Provided,Dried Straw Mushroom,Best Taste Brand,Volvariella,Panoco,Vietnam,Not Provided,8936076181102,Unknown,Dried,Food,Y,N,N,,PV501018
